,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,LR_pair,#ID Interactor A,ID Interactor B,Alt IDs Interactor A,Alt IDs Interactor B,Aliases Interactor A,Aliases Interactor B,Interaction Detection Method,Publication 1st Author,Publication Identifiers,Taxid Interactor A,Taxid Interactor B,Interaction Types,Source Database,Interaction Identifiers,Confidence Values
37,FGF7_FGFR2,FGF,FGF7,FGFR2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF7 - FGFR2,FGF7:FGFR2,entrez gene/locuslink:2252,entrez gene/locuslink:2263,biogrid:108543|entrez gene/locuslink:FGF7|uniprot/swiss-prot:P21781|refseq:NP_002000,biogrid:108554|entrez gene/locuslink:FGFR2|uniprot/swiss-prot:P21802|refseq:NP_000132|refseq:NP_075259|refseq:NP_075418|refseq:NP_001138389|refseq:NP_001138388|refseq:NP_001138390|refseq:NP_001138386|refseq:NP_001138385|refseq:NP_001138387|refseq:NP_001138391,entrez gene/locuslink:HBGF-7(gene name synonym)|entrez gene/locuslink:KGF(gene name synonym),entrez gene/locuslink:BBDS(gene name synonym)|entrez gene/locuslink:BEK(gene name synonym)|entrez gene/locuslink:BFR-1(gene name synonym)|entrez gene/locuslink:CD332(gene name synonym)|entrez gene/locuslink:CEK3(gene name synonym)|entrez gene/locuslink:CFD1(gene name synonym)|entrez gene/locuslink:ECT1(gene name synonym)|entrez gene/locuslink:JWS(gene name synonym)|entrez gene/locuslink:K-SAM(gene name synonym)|entrez gene/locuslink:KGFR(gene name synonym)|entrez gene/locuslink:TK14(gene name synonym)|entrez gene/locuslink:TK25(gene name synonym),"psi-mi:""MI:0096""(pull down)",Ostrovsky O (2002),pubmed:11714710,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:2204789,-
38,FGF2_FGFR1,FGF,FGF2,FGFR1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF2 - FGFR1,FGF2:FGFR1,entrez gene/locuslink:2247,entrez gene/locuslink:2260,biogrid:108538|entrez gene/locuslink:FGF2|uniprot/swiss-prot:P09038|refseq:NP_001997,biogrid:108551|entrez gene/locuslink:FGFR1|uniprot/swiss-prot:P11362|refseq:NP_075598|refseq:NP_075593|refseq:NP_075594|refseq:NP_001167538|refseq:NP_056934|refseq:NP_001167536|refseq:NP_001167537|refseq:NP_001167534|refseq:NP_001167535,entrez gene/locuslink:BFGF(gene name synonym)|entrez gene/locuslink:FGF-2(gene name synonym)|entrez gene/locuslink:FGFB(gene name synonym)|entrez gene/locuslink:HBGF-2(gene name synonym),entrez gene/locuslink:BFGFR(gene name synonym)|entrez gene/locuslink:CD331(gene name synonym)|entrez gene/locuslink:CEK(gene name synonym)|entrez gene/locuslink:FGFBR(gene name synonym)|entrez gene/locuslink:FGFR-1(gene name synonym)|entrez gene/locuslink:FLG(gene name synonym)|entrez gene/locuslink:FLT-2(gene name synonym)|entrez gene/locuslink:FLT2(gene name synonym)|entrez gene/locuslink:HBGFR(gene name synonym)|entrez gene/locuslink:HH2(gene name synonym)|entrez gene/locuslink:HRTFDS(gene name synonym)|entrez gene/locuslink:KAL2(gene name synonym)|entrez gene/locuslink:N-SAM(gene name synonym)|entrez gene/locuslink:OGD(gene name synonym)|entrez gene/locuslink:bFGF-R-1(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Stachowiak EK (1997),pubmed:9174056,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2205641,-
39,IFNB1_IFNAR1_IFNAR2,IFN-I,IFNB1,IFNAR1_IFNAR2,,,,,KEGG: hsa04060,Secreted Signaling,IFNB1 - (IFNAR1+IFNAR2),IFNB1:IFNAR1_IFNAR2,entrez gene/locuslink:3456,entrez gene/locuslink:3454,biogrid:109678|entrez gene/locuslink:IFNB1|entrez gene/locuslink:RP11-113D19.1|uniprot/swiss-prot:P01574|refseq:NP_002167,biogrid:109676|entrez gene/locuslink:IFNAR1|uniprot/swiss-prot:P17181|refseq:NP_000620,entrez gene/locuslink:IFB(gene name synonym)|entrez gene/locuslink:IFF(gene name synonym)|entrez gene/locuslink:IFNB(gene name synonym),entrez gene/locuslink:AVP(gene name synonym)|entrez gene/locuslink:IFN-alpha-REC(gene name synonym)|entrez gene/locuslink:IFNAR(gene name synonym)|entrez gene/locuslink:IFNBR(gene name synonym)|entrez gene/locuslink:IFRC(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Huttlin EL (2017),pubmed:28514442,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2225786,score:0.999940554
40,EFNA5_EPHA8,EPHA,EFNA5,EPHA8,,,,,PMID: 15114347,Cell-Cell Contact,EFNA5 - EPHA8,EFNA5:EPHA8,entrez gene/locuslink:2046,entrez gene/locuslink:1946,biogrid:108360|entrez gene/locuslink:EPHA8|entrez gene/locuslink:RP1-61A9.3|uniprot/swiss-prot:P29322|refseq:NP_065387|refseq:NP_001006944,biogrid:108266|entrez gene/locuslink:EFNA5|uniprot/swiss-prot:P52803|refseq:NP_001953,entrez gene/locuslink:EEK(gene name synonym)|entrez gene/locuslink:EK3(gene name synonym)|entrez gene/locuslink:HEK3(gene name synonym),entrez gene/locuslink:AF1(gene name synonym)|entrez gene/locuslink:EFL5(gene name synonym)|entrez gene/locuslink:EPLG7(gene name synonym)|entrez gene/locuslink:GLC1M(gene name synonym)|entrez gene/locuslink:LERK7(gene name synonym)|entrez gene/locuslink:RAGS(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Huttlin EL (2017),pubmed:28514442,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2229740,score:0.999603057
41,LAMA3_CD44,LAMININ,LAMA3,CD44,,,,,KEGG: hsa04512,ECM-Receptor,LAMA3 - CD44,LAMA3:CD44,entrez gene/locuslink:960,entrez gene/locuslink:3909,biogrid:107398|entrez gene/locuslink:CD44|entrez gene/locuslink:AL133330.1|uniprot/swiss-prot:P16070|refseq:NP_000601|refseq:NP_001189485|refseq:NP_001001389|refseq:NP_001189486|refseq:NP_001001390|refseq:NP_001189484|refseq:NP_001001392|refseq:NP_001001391,biogrid:110103|entrez gene/locuslink:LAMA3|uniprot/swiss-prot:Q16787|refseq:NP_001121189|refseq:NP_000218|refseq:NP_937762|refseq:NP_001121190|refseq:NP_001289925,entrez gene/locuslink:CDW44(gene name synonym)|entrez gene/locuslink:CSPG8(gene name synonym)|entrez gene/locuslink:ECMR-III(gene name synonym)|entrez gene/locuslink:HCELL(gene name synonym)|entrez gene/locuslink:HUTCH-I(gene name synonym)|entrez gene/locuslink:IN(gene name synonym)|entrez gene/locuslink:LHR(gene name synonym)|entrez gene/locuslink:MC56(gene name synonym)|entrez gene/locuslink:MDU2(gene name synonym)|entrez gene/locuslink:MDU3(gene name synonym)|entrez gene/locuslink:MIC4(gene name synonym)|entrez gene/locuslink:Pgp1(gene name synonym),entrez gene/locuslink:BM600(gene name synonym)|entrez gene/locuslink:E170(gene name synonym)|entrez gene/locuslink:LAMNA(gene name synonym)|entrez gene/locuslink:LOCS(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Huttlin EL (2017),pubmed:28514442,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2234569,score:0.997936535
42,VTN_ITGAV_ITGB5,VTN,VTN,ITGAV_ITGB5,,,,,KEGG: hsa04512,ECM-Receptor,VTN - (ITGAV+ITGB5),VTN:ITGAV_ITGB5,entrez gene/locuslink:7448,entrez gene/locuslink:3693,biogrid:113287|entrez gene/locuslink:VTN|uniprot/swiss-prot:P04004|refseq:NP_000629,biogrid:109899|entrez gene/locuslink:ITGB5|uniprot/swiss-prot:P18084|refseq:NP_002204,entrez gene/locuslink:V75(gene name synonym)|entrez gene/locuslink:VN(gene name synonym)|entrez gene/locuslink:VNT(gene name synonym),-,"psi-mi:""MI:0004""(affinity chromatography technology)",Huttlin EL (2017),pubmed:28514442,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2238311,score:0.994651173
43,EFNB3_EPHA4,EPHB,EFNB3,EPHA4,,,,,PMID: 15114347,Cell-Cell Contact,EFNB3 - EPHA4,EFNB3:EPHA4,entrez gene/locuslink:1949,entrez gene/locuslink:2043,biogrid:108269|entrez gene/locuslink:EFNB3|uniprot/swiss-prot:Q15768|refseq:NP_001397,biogrid:108357|entrez gene/locuslink:EPHA4|uniprot/swiss-prot:P54764|refseq:NP_004429|refseq:NP_001291465|refseq:NP_001291466,entrez gene/locuslink:EFL6(gene name synonym)|entrez gene/locuslink:EPLG8(gene name synonym)|entrez gene/locuslink:LERK8(gene name synonym),entrez gene/locuslink:HEK8(gene name synonym)|entrez gene/locuslink:SEK(gene name synonym)|entrez gene/locuslink:TYRO1(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Huttlin EL (2017),pubmed:28514442,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2264243,score:0.849011118
44,WNT10B_FZD9_LRP6,WNT,WNT10B,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD9+LRP6),WNT10B:FZD9_LRP6,entrez gene/locuslink:7480,entrez gene/locuslink:4040,biogrid:113317|entrez gene/locuslink:WNT10B|uniprot/swiss-prot:O00744|refseq:NP_003385,biogrid:110219|entrez gene/locuslink:LRP6|uniprot/swiss-prot:O75581|refseq:NP_002327,entrez gene/locuslink:SHFM6(gene name synonym)|entrez gene/locuslink:WNT-12(gene name synonym),entrez gene/locuslink:ADCAD2(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Huttlin EL (2017),pubmed:28514442,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2269770,score:0.78744615
45,AVP_AVPR2,AVP,AVP,AVPR2,,,,,KEGG: hsa04080,Secreted Signaling,AVP - AVPR2,AVP:AVPR2,entrez gene/locuslink:554,entrez gene/locuslink:551,biogrid:107035|entrez gene/locuslink:AVPR2|uniprot/swiss-prot:P30518|refseq:NP_000045|refseq:NP_001139623,biogrid:107032|entrez gene/locuslink:AVP|uniprot/swiss-prot:P01185|refseq:NP_000481,entrez gene/locuslink:ADHR(gene name synonym)|entrez gene/locuslink:DI1(gene name synonym)|entrez gene/locuslink:DIR(gene name synonym)|entrez gene/locuslink:DIR3(gene name synonym)|entrez gene/locuslink:NDI(gene name synonym)|entrez gene/locuslink:V2R(gene name synonym),entrez gene/locuslink:ADH(gene name synonym)|entrez gene/locuslink:ARVP(gene name synonym)|entrez gene/locuslink:AVP-NPII(gene name synonym)|entrez gene/locuslink:AVRP(gene name synonym)|entrez gene/locuslink:VP(gene name synonym),"psi-mi:""MI:0096""(pull down)",Schulz A (2000),pubmed:10644689,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:2375598,-
46,OCLN_OCLN,OCLN,OCLN,OCLN,,,,,KEGG: hsa04514,Cell-Cell Contact,OCLN - OCLN,OCLN:OCLN,entrez gene/locuslink:100506658,entrez gene/locuslink:100506658,biogrid:111004|entrez gene/locuslink:OCLN|entrez gene/locuslink:hCG_1988850|uniprot/swiss-prot:Q16625|refseq:NP_002529|refseq:NP_001192184|refseq:NP_001192183,biogrid:111004|entrez gene/locuslink:OCLN|entrez gene/locuslink:hCG_1988850|uniprot/swiss-prot:Q16625|refseq:NP_002529|refseq:NP_001192184|refseq:NP_001192183,entrez gene/locuslink:BLCPMG(gene name synonym)|entrez gene/locuslink:PPP1R115(gene name synonym),entrez gene/locuslink:BLCPMG(gene name synonym)|entrez gene/locuslink:PPP1R115(gene name synonym),"psi-mi:""MI:0055""(fluorescent resonance energy transfer)",Doerfel MJ (2013),pubmed:23758859,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:2375605,-
47,GRP_GRPR,GPR,GRP,GRPR,,,,,KEGG: hsa04080,Secreted Signaling,GRP - GRPR,GRP:GRPR,entrez gene/locuslink:2925,entrez gene/locuslink:2922,biogrid:109181|entrez gene/locuslink:GRPR|uniprot/swiss-prot:P30550|refseq:NP_005305,biogrid:109179|entrez gene/locuslink:GRP|uniprot/swiss-prot:P07492|refseq:NP_002082|refseq:NP_001012530|refseq:NP_001012531,entrez gene/locuslink:BB2(gene name synonym),entrez gene/locuslink:BN(gene name synonym)|entrez gene/locuslink:GRP-10(gene name synonym)|entrez gene/locuslink:preproGRP(gene name synonym)|entrez gene/locuslink:proGRP(gene name synonym),"psi-mi:""MI:0686""(unspecified method)",Tokita K (2002),pubmed:12021405,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:2381408,-
48,FN1_ITGAV_ITGB3,FN1,FN1,ITGAV_ITGB3,,,,,KEGG: hsa04512,ECM-Receptor,FN1 - (ITGAV+ITGB3),FN1:ITGAV_ITGB3,entrez gene/locuslink:3690,entrez gene/locuslink:2335,biogrid:109896|entrez gene/locuslink:ITGB3|uniprot/swiss-prot:P05106|refseq:NP_000203,biogrid:108621|entrez gene/locuslink:FN1|uniprot/swiss-prot:P02751|refseq:NP_473375|refseq:NP_001293059|refseq:NP_001293058|refseq:NP_001293060|refseq:NP_001293061|refseq:NP_997647|refseq:NP_997641|refseq:NP_997643|refseq:NP_997639|refseq:NP_002017,entrez gene/locuslink:BDPLT16(gene name synonym)|entrez gene/locuslink:BDPLT2(gene name synonym)|entrez gene/locuslink:CD61(gene name synonym)|entrez gene/locuslink:GP3A(gene name synonym)|entrez gene/locuslink:GPIIIa(gene name synonym)|entrez gene/locuslink:GT(gene name synonym),entrez gene/locuslink:CIG(gene name synonym)|entrez gene/locuslink:ED-B(gene name synonym)|entrez gene/locuslink:FINC(gene name synonym)|entrez gene/locuslink:FN(gene name synonym)|entrez gene/locuslink:FNZ(gene name synonym)|entrez gene/locuslink:GFND(gene name synonym)|entrez gene/locuslink:GFND2(gene name synonym)|entrez gene/locuslink:LETS(gene name synonym)|entrez gene/locuslink:MSF(gene name synonym),"psi-mi:""MI:0096""(pull down)",Kauf AC (2001),pubmed:11478883,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:2396858,-
49,CGA_FSHR,FSH,CGA,FSHR,,,,,KEGG: hsa04080,Secreted Signaling,CGA - FSHR,CGA:FSHR,entrez gene/locuslink:2492,entrez gene/locuslink:1081,biogrid:108770|entrez gene/locuslink:FSHR|uniprot/swiss-prot:P23945|refseq:NP_852111|refseq:NP_000136,biogrid:107507|entrez gene/locuslink:CGA|entrez gene/locuslink:RP11-156F23.1|uniprot/swiss-prot:P01215|refseq:NP_001239312|refseq:NP_000726,entrez gene/locuslink:FSHRO(gene name synonym)|entrez gene/locuslink:LGR1(gene name synonym)|entrez gene/locuslink:ODG1(gene name synonym),entrez gene/locuslink:CG-ALPHA(gene name synonym)|entrez gene/locuslink:FSHA(gene name synonym)|entrez gene/locuslink:GPHA1(gene name synonym)|entrez gene/locuslink:GPHa(gene name synonym)|entrez gene/locuslink:HCG(gene name synonym)|entrez gene/locuslink:LHA(gene name synonym)|entrez gene/locuslink:TSHA(gene name synonym),"psi-mi:""MI:0096""(pull down)",Sohn J (2002),pubmed:12374801,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:2397261,-
50,CCK_CCKBR,CCK,CCK,CCKBR,,,,,KEGG: hsa04080,Secreted Signaling,CCK - CCKBR,CCK:CCKBR,entrez gene/locuslink:885,entrez gene/locuslink:887,biogrid:107327|entrez gene/locuslink:CCK|uniprot/swiss-prot:P06307|refseq:NP_001167609|refseq:NP_000720,biogrid:107329|entrez gene/locuslink:CCKBR|uniprot/swiss-prot:P32239|refseq:NP_795344,-,entrez gene/locuslink:CCK-B(gene name synonym)|entrez gene/locuslink:CCK2R(gene name synonym)|entrez gene/locuslink:GASR(gene name synonym),"psi-mi:""MI:0096""(pull down)",Harikumar KG (2005),pubmed:15520004,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:240151,-
51,CDH1_ITGAE_ITGB7,CDH1,CDH1,ITGAE_ITGB7,,,,,PMID: 9425167,Cell-Cell Contact,CDH1 - (ITGAE+ITGB7),CDH1:ITGAE_ITGB7,entrez gene/locuslink:999,entrez gene/locuslink:3682,biogrid:107434|entrez gene/locuslink:CDH1|uniprot/swiss-prot:P12830|refseq:NP_001304113|refseq:NP_001304115|refseq:NP_004351|refseq:NP_001304114,biogrid:109888|entrez gene/locuslink:ITGAE|uniprot/swiss-prot:P38570|refseq:NP_002199,entrez gene/locuslink:Arc-1(gene name synonym)|entrez gene/locuslink:CD324(gene name synonym)|entrez gene/locuslink:CDHE(gene name synonym)|entrez gene/locuslink:ECAD(gene name synonym)|entrez gene/locuslink:LCAM(gene name synonym)|entrez gene/locuslink:UVO(gene name synonym),entrez gene/locuslink:CD103(gene name synonym)|entrez gene/locuslink:HUMINAE(gene name synonym),"psi-mi:""MI:0401""(biochemical)",French JJ (2002),pubmed:12434297,taxid:9606,taxid:9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0463""(biogrid)",biogrid:244362,-
52,SEMA3F_NRP2_PLXNA4,SEMA3,SEMA3F,NRP2_PLXNA4,,,,,PMID: 27533782,Secreted Signaling,SEMA3F - (NRP2+PLXNA4),SEMA3F:NRP2_PLXNA4,entrez gene/locuslink:8828,entrez gene/locuslink:6405,biogrid:114355|entrez gene/locuslink:NRP2|uniprot/swiss-prot:O60462|refseq:NP_003863|refseq:NP_958436|refseq:NP_061004|refseq:NP_957719|refseq:NP_957718|refseq:NP_957716,biogrid:112305|entrez gene/locuslink:SEMA3F|uniprot/swiss-prot:Q13275|refseq:NP_001305729|refseq:NP_001305727|refseq:NP_004177,entrez gene/locuslink:NP2(gene name synonym)|entrez gene/locuslink:NPN2(gene name synonym)|entrez gene/locuslink:PRO2714(gene name synonym)|entrez gene/locuslink:VEGF165R2(gene name synonym),entrez gene/locuslink:SEMA-IV(gene name synonym)|entrez gene/locuslink:SEMA4(gene name synonym)|entrez gene/locuslink:SEMAK(gene name synonym),"psi-mi:""MI:0096""(pull down)",Geretti E (2007),pubmed:17595163,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:2446618,-
53,FGF4_FGFR1,FGF,FGF4,FGFR1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF4 - FGFR1,FGF4:FGFR1,entrez gene/locuslink:2260,entrez gene/locuslink:2249,biogrid:108551|entrez gene/locuslink:FGFR1|uniprot/swiss-prot:P11362|refseq:NP_075598|refseq:NP_075593|refseq:NP_075594|refseq:NP_001167538|refseq:NP_056934|refseq:NP_001167536|refseq:NP_001167537|refseq:NP_001167534|refseq:NP_001167535,biogrid:108540|entrez gene/locuslink:FGF4|uniprot/swiss-prot:P08620|refseq:NP_001998,entrez gene/locuslink:BFGFR(gene name synonym)|entrez gene/locuslink:CD331(gene name synonym)|entrez gene/locuslink:CEK(gene name synonym)|entrez gene/locuslink:FGFBR(gene name synonym)|entrez gene/locuslink:FGFR-1(gene name synonym)|entrez gene/locuslink:FLG(gene name synonym)|entrez gene/locuslink:FLT-2(gene name synonym)|entrez gene/locuslink:FLT2(gene name synonym)|entrez gene/locuslink:HBGFR(gene name synonym)|entrez gene/locuslink:HH2(gene name synonym)|entrez gene/locuslink:HRTFDS(gene name synonym)|entrez gene/locuslink:KAL2(gene name synonym)|entrez gene/locuslink:N-SAM(gene name synonym)|entrez gene/locuslink:OGD(gene name synonym)|entrez gene/locuslink:bFGF-R-1(gene name synonym),entrez gene/locuslink:HBGF-4(gene name synonym)|entrez gene/locuslink:HST(gene name synonym)|entrez gene/locuslink:HST-1(gene name synonym)|entrez gene/locuslink:HSTF1(gene name synonym)|entrez gene/locuslink:K-FGF(gene name synonym)|entrez gene/locuslink:KFGF(gene name synonym),"psi-mi:""MI:0096""(pull down)",Lopez ME (2000),pubmed:10748122,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:2446696,-
54,CDH1_CDH1,CDH,CDH1,CDH1,,,,,KEGG: hsa04514,Cell-Cell Contact,CDH1 - CDH1,CDH1:CDH1,entrez gene/locuslink:999,entrez gene/locuslink:999,biogrid:107434|entrez gene/locuslink:CDH1|uniprot/swiss-prot:P12830|refseq:NP_001304113|refseq:NP_001304115|refseq:NP_004351|refseq:NP_001304114,biogrid:107434|entrez gene/locuslink:CDH1|uniprot/swiss-prot:P12830|refseq:NP_001304113|refseq:NP_001304115|refseq:NP_004351|refseq:NP_001304114,entrez gene/locuslink:Arc-1(gene name synonym)|entrez gene/locuslink:CD324(gene name synonym)|entrez gene/locuslink:CDHE(gene name synonym)|entrez gene/locuslink:ECAD(gene name synonym)|entrez gene/locuslink:LCAM(gene name synonym)|entrez gene/locuslink:UVO(gene name synonym),entrez gene/locuslink:Arc-1(gene name synonym)|entrez gene/locuslink:CD324(gene name synonym)|entrez gene/locuslink:CDHE(gene name synonym)|entrez gene/locuslink:ECAD(gene name synonym)|entrez gene/locuslink:LCAM(gene name synonym)|entrez gene/locuslink:UVO(gene name synonym),"psi-mi:""MI:0401""(biochemical)",Klingelhoefer J (2000),pubmed:10910767,taxid:9606,taxid:9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0463""(biogrid)",biogrid:245048,-
55,BMP2_BMPR1B_BMPR2,BMP,BMP2,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,BMP2 - (BMPR1B+BMPR2),BMP2:BMPR1B_BMPR2,entrez gene/locuslink:650,entrez gene/locuslink:659,biogrid:107118|entrez gene/locuslink:BMP2|uniprot/swiss-prot:P12643|refseq:NP_001191,biogrid:107127|entrez gene/locuslink:BMPR2|uniprot/swiss-prot:Q13873|refseq:NP_001195,entrez gene/locuslink:BDA2(gene name synonym)|entrez gene/locuslink:BMP2A(gene name synonym),entrez gene/locuslink:BMPR-II(gene name synonym)|entrez gene/locuslink:BMPR3(gene name synonym)|entrez gene/locuslink:BMR2(gene name synonym)|entrez gene/locuslink:BRK-3(gene name synonym)|entrez gene/locuslink:POVD1(gene name synonym)|entrez gene/locuslink:PPH1(gene name synonym)|entrez gene/locuslink:T-ALK(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Liu F (1995),pubmed:7791754,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:245171,-
56,BMP7_BMPR1B_BMPR2,BMP,BMP7,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,BMP7 - (BMPR1B+BMPR2),BMP7:BMPR1B_BMPR2,entrez gene/locuslink:655,entrez gene/locuslink:659,biogrid:107123|entrez gene/locuslink:BMP7|entrez gene/locuslink:RP11-560A15.5|uniprot/swiss-prot:P18075|refseq:NP_001710,biogrid:107127|entrez gene/locuslink:BMPR2|uniprot/swiss-prot:Q13873|refseq:NP_001195,entrez gene/locuslink:OP-1(gene name synonym),entrez gene/locuslink:BMPR-II(gene name synonym)|entrez gene/locuslink:BMPR3(gene name synonym)|entrez gene/locuslink:BMR2(gene name synonym)|entrez gene/locuslink:BRK-3(gene name synonym)|entrez gene/locuslink:POVD1(gene name synonym)|entrez gene/locuslink:PPH1(gene name synonym)|entrez gene/locuslink:T-ALK(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Liu F (1995),pubmed:7791754,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:245172,-
57,ANXA1_FPR1,ANNEXIN,ANXA1,FPR1,,,,,PMID: 23230437,Secreted Signaling,ANXA1 - FPR1,ANXA1:FPR1,entrez gene/locuslink:301,entrez gene/locuslink:2357,biogrid:106798|entrez gene/locuslink:ANXA1|entrez gene/locuslink:RP11-71A24.1|uniprot/swiss-prot:P04083|refseq:NP_000691,biogrid:108640|entrez gene/locuslink:FPR1|uniprot/swiss-prot:P21462|refseq:NP_002020|refseq:NP_001180235,entrez gene/locuslink:ANX1(gene name synonym)|entrez gene/locuslink:LPC1(gene name synonym),entrez gene/locuslink:FMLP(gene name synonym)|entrez gene/locuslink:FPR(gene name synonym),"psi-mi:""MI:0004""(affinity chromatography technology)",Zhao Y (2015),pubmed:24939696,taxid:9606,taxid:9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2461671,-
58,GDF2_ACVRL1_BMPR2,BMP10,GDF2,ACVRL1_BMPR2,,,BMP10 activation receptor,,KEGG: hsa04350; PMID:26893264,Secreted Signaling,GDF2 - (ACVRL1+BMPR2),GDF2:ACVRL1_BMPR2,entrez gene/locuslink:94,entrez gene/locuslink:2658,biogrid:106609|entrez gene/locuslink:ACVRL1|uniprot/swiss-prot:P37023|refseq:NP_000011|refseq:NP_001070869,biogrid:108928|entrez gene/locuslink:GDF2|uniprot/swiss-prot:Q9UK05|refseq:NP_057288,entrez gene/locuslink:ACVRLK1(gene name synonym)|entrez gene/locuslink:ALK-1(gene name synonym)|entrez gene/locuslink:ALK1(gene name synonym)|entrez gene/locuslink:HHT(gene name synonym)|entrez gene/locuslink:HHT2(gene name synonym)|entrez gene/locuslink:ORW2(gene name synonym)|entrez gene/locuslink:SKR3(gene name synonym)|entrez gene/locuslink:TSR-I(gene name synonym),entrez gene/locuslink:BMP-9(gene name synonym)|entrez gene/locuslink:BMP9(gene name synonym)|entrez gene/locuslink:HHT5(gene name synonym),"psi-mi:""MI:0096""(pull down)",Wei Z (2014),pubmed:25237187,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:2474432,-
59,BMP6_BMPR1A_BMPR2,BMP,BMP6,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,BMP6 - (BMPR1A+BMPR2),BMP6:BMPR1A_BMPR2,entrez gene/locuslink:654,entrez gene/locuslink:657,biogrid:107122|entrez gene/locuslink:BMP6|uniprot/swiss-prot:P22004|refseq:NP_001709,biogrid:107125|entrez gene/locuslink:BMPR1A|uniprot/swiss-prot:P36894|refseq:NP_004320,entrez gene/locuslink:VGR(gene name synonym)|entrez gene/locuslink:VGR1(gene name synonym),entrez gene/locuslink:10q23del(gene name synonym)|entrez gene/locuslink:ACVRLK3(gene name synonym)|entrez gene/locuslink:ALK3(gene name synonym)|entrez gene/locuslink:CD292(gene name synonym)|entrez gene/locuslink:SKR5(gene name synonym),"psi-mi:""MI:0096""(pull down)",Saremba S (2008),pubmed:18070108,taxid:9606,taxid:9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0463""(biogrid)",biogrid:2496999,-
